sebi_id,name,reg_no,category,contact_person,email,telephone,fax,website,domain,pincode,city,state,address,correspondence_address,validity,sebi_type
1829,UTTHISHTA YEKUM FUND,IN/AIF1/12-13/0002,Category I,,,,,,,500034,Hyderabad,Telangana,"610 6th floor shangrila plaza plot 14, road no 2 Banjara Hills,Hyderbad, HYDERABAD, TELANGANA, 500034",,"Aug 01, 2012 - Perpetual",aif
1830,UV MULTIPLE ASSETS INVESTMENT TRUST,IN/AIF2/18-19/0655,Category II,DEENA  PATHAK,deena_n_pathak@hotmail.com,,,,,110019,New Delhi,National Capital Territory Of Delhi,"713 714 7th Floor, E Block ITT Nehru Place, NEW DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110019","713 714 7th Floor, E Block ITT Nehru Place, NEW DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110019","Mar 22, 2019 - Perpetual",aif
1831,V-Cube Ventures Investment Trust,IN/AIF2/25-26/2044,Category II,Naman Daga,info@vcube.one,,,,,302018,Jaipur,Rajasthan,"5W, 5th Floor, The Metropolitan, Bandra Kurla Complex, Bandra East, Mumbai, MUMBAI, MAHARASHTRA, 400051","578, BL House, Mahaveer Nagar, Tonk Road, Jaipur, JAIPUR, RAJASTHAN, 302018","Feb 13, 2026 - Perpetual",aif
1832,V.E.C ALTERNATIVE INVESTMENT FUND,IN/AIF3/13-14/0081,Category III,RAJENDRA KHATU,rajendra.khatu@vecinvestments.com,09102243470883,09102243470883,,,400021,Mumbai,Maharashtra,"1111, Raheja Chambers,, Free Press Journal Marg,Nariman Point, MUMBAI, MAHARASHTRA, 400021",,"Oct 25, 2013 - Perpetual",aif
1833,V.E.C ALTERNATIVE INVESTMENT FUND II,IN/AIF3/16-11/0218,Category III,RAJENDRA KHATU,RAJENDRA.KHATU@VECINVESTMENTS.COM,09102243470883,09102243470883,,,400021,Mumbai,Maharashtra,"1111, Raheja Chambers,, Free Press Journal Marg, Nariman Point, MUMBAI, MAHARASHTRA, 400021",,"Apr 13, 2016 - Perpetual",aif
1834,V.E.C ALTERNATIVE INVESTMENT FUND II,IN/AIF3/16-17/0218,Category III,RAJENDRA KHATU,RAJENDRA.KHATU@VECINVESTMENTS.COM,09102243470883,09102243470883,,,400021,Mumbai,Maharashtra,"1111, Raheja Chambers,, Free Press Journal Marg, Nariman Point, MUMBAI, MAHARASHTRA, 400021",,"Apr 13, 2016 - Perpetual",aif
1835,V.E.C Alternative Investment Fund III,IN/AIF3/17-18/0316,Category III,,,,,,,400021,Mumbai,Maharashtra,"1111, Raheja Chambers, Free Press, Journal Marg, Nariman Point, MUMBAI, MAHARASHTRA, 400021",,"Apr 10, 2017 - Perpetual",aif
1836,Vaikarya Change India Trust,IN/AIF3/24-25/1536,Category III,Avnish Tiwari,atiwari@vaikarya.com,,,,,400059,Mumbai,Maharashtra,"Common H T K Raheja Platinum Plot No 710G Marol Industrial Estate Near Sag Baug, Marol Co Op Sty Andheri E Mumbai 400059, MUMBAI, MAHARASHTRA, 400059","Common H T K Raheja Platinum Plot No 710G Marol Industrial Estate Near Sag Baug, Marol Co Op Sty Andheri E Mumbai 400059, MUMBAI, MAHARASHTRA, 400059","Jun 10, 2024 - Perpetual",aif
1837,Vaillant Alternative Investment Fund,IN/AIF2/23-24/1462,Category II,Ranveer Sharma,ranveer.sharma@vaillantcapital.com,,,,,400018,Mumbai,Maharashtra,"2102, Floor 21st, Imperial Tower South, B B Nakashe Marg, M.P. Mill Compound, Tardeo, MUMBAI, MAHARASHTRA, 400034","A 1, Second floor, Atur House, Dr. Annie Besant Road, Siddharth Nagar, Worli, MUMBAI, MAHARASHTRA, 400018","Mar 22, 2024 - Perpetual",aif
1838,Vajra One Cap Trust,IN/AIF3/23-24/1402,Category III,Davender  Kumar,roopal@singhania.com,,,,,110048,Delhi,National Capital Territory Of Delhi,"S O2 SF A30 Kailash Colony, DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110048","S O2 SF A30 Kailash Colony, DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110048","Dec 06, 2023 - Perpetual",aif
1839,Validus Trust,IN/AIF3/22-23/1054,Category III,Aditya Kanoria,nakshita@credentglobal.com,,,,,400051,Mumbai,Maharashtra,"One BKC, G Block, C Wing, Unit No 609, Bandra Kurla Complex, Bandra East, MUMBAI, MAHARASHTRA, 400051","One BKC, G Block, C Wing, Unit No 609, Bandra Kurla Complex, Bandra East, MUMBAI, MAHARASHTRA, 400051","Apr 26, 2022 - Perpetual",aif
1840,ValleyNXT Ventures Trust,IN/AIF1/25-26/1892,Category I,Madhu Vasepalli,madhu@valleynxtventures.com,,,,,452001,Indore,Madhya Pradesh,"Plot number 195 Scheme number 78 Part II, Near Daisy Dales School, INDORE, MADHYA PRADESH, 452001","Plot number 195 Scheme number 78 Part II, Near Daisy Dales School, INDORE, MADHYA PRADESH, 452001","Sep 03, 2025 - Perpetual",aif
1841,Valour Capital Trust,IN/AIF2/25-26/1832,Category II,Kunal  Sawant,kunal@valour.capital,,,,,400021,Mumbai,Maharashtra,"612 Floor 6 Plot 221 Maker Chamber V Jamnalal Bajaj Marg Nariman Point, MUMBAI, MAHARASHTRA, 400021","612 Floor 6 Plot 221 Maker Chamber V Jamnalal Bajaj Marg Nariman Point, MUMBAI, MAHARASHTRA, 400021","Jun 24, 2025 - Perpetual",aif
1842,Valu-Able Capital,IN/AIF2/23-24/1286,Category II,Siba Panda,sp@valu-able.com,,,,,110001,New Delhi,National Capital Territory Of Delhi,"Office 810, 8th Floor, Kailash Building, 26 K G Marg, New Delhi, NEW DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110001","Office 810, 8th Floor, Kailash Building, 26 K G Marg, New Delhi, NEW DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110001","May 25, 2023 - Perpetual",aif
1843,Value Angels Investment Trust,IN/AIF1/23-24/1378,Category I,Harvinderjit Bhatia,roopal@singhania.com,,,,,400054,Mumbai,Maharashtra,"D2 unit 2 Ground floor, Khira Nagar , Santacruz West, MUMBAI, MAHARASHTRA, 400054","D2 unit 2 Ground floor, Khira Nagar , Santacruz West, MUMBAI, MAHARASHTRA, 400054","Nov 06, 2023 - Perpetual",aif
1844,VALUE WISE INVESTMENT TRUST,IN/AIF3/23-24/1475,Category III,SUMIT  BINANI,sumit_binani@hotmail.com,,,,,400071,Mumbai,Maharashtra,"Unit 604 606, Swastik Chambers,6th Floor, Swastik Mill Compound, Junction of CST Road and Sion Trombay Road, Chembur, MUMBAI, MAHARASHTRA, 400071","Unit 604 606, Swastik Chambers,6th Floor, Swastik Mill Compound, Junction of CST Road and Sion Trombay Road, Chembur, MUMBAI, MAHARASHTRA, 400071","Mar 26, 2024 - Perpetual",aif
1845,ValueAxis Emerging India AIF Trust,IN/AIF3/24-25/1694,Category III,Prakash Agarwal,sponsor@valueaxisequity.com,,,,,400064,Mumbai,Maharashtra,"UNIT NO 524, IJMIMA Complex, Raheja Metroplex, Malad West, Malad west, MUMBAI, MAHARASHTRA, 400064","UNIT NO 524, IJMIMA Complex, Raheja Metroplex, Malad West, Malad west, MUMBAI, MAHARASHTRA, 400064","Jan 09, 2025 - Perpetual",aif
1846,VALUEQUEST ALTERNATE INVESTMENT TRUST,IN/AIF2/22-23/1156,Category II,Varun Goenka,varun@valuequest.in,,,,,400025,Mumbai,Maharashtra,"Quest, 1073, Raja Bhau Anant Desai Marg, Prabhadevi, Mumbai 400025, MUMBAI, MAHARASHTRA, 400025","Quest, 1073, Raja Bhau Anant Desai Marg, Prabhadevi, Mumbai 400025, MUMBAI, MAHARASHTRA, 400025","Oct 20, 2022 - Perpetual",aif
1847,ValueQuest Alternate Investment Trust II,IN/AIF2/24-25/1737,Category II,Ravindra Dharamshi,aifcompliancepe@valuequest.in,,,,,400025,Mumbai,Maharashtra,"Kohinoor Square Business Park B  4101 41st Floor NC Kelkar Marg Shivaji Park Dadar West, MUMBAI, MAHARASHTRA, 400028","QUEST 1073 Rajabhau Desai Marg Behind Beau Monde Towers Prabhadevi, MUMBAI, MAHARASHTRA, 400025","Feb 28, 2025 - Perpetual",aif
1848,ValueQuest Enduring Advantage Trust Fund,IN/AIF3/25-26/1988,Category III,DEEPAK SOGANI,deepak@valuequestcapital.com,,,,,110001,New Delhi,National Capital Territory Of Delhi,"TEC Level 8 DLF Centre Sansad Marg , Place New Delhi  110001 INDIA, NEW DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110001","TEC Level 8 DLF Centre Sansad Marg , Place New Delhi  110001 INDIA, NEW DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110001","Dec 12, 2025 - Perpetual",aif
1849,ValueQuest India Close Ended Investment Trust,IN/AIF3/26-27/2260,Category III,Hiten Gala,aifcompliance@valuequest.in,,,,,400025,Mumbai,Maharashtra,"Quest 1073 Rajabhau Desai Marg, Behind Beau Monde Towers Prabhadevi, MUMBAI, MAHARASHTRA, 400025",,"Jul 13, 2026 - Perpetual",aif
1850,Valuequest India Investment Trust,IN/AIF3/24-25/1508,Category III,Hiten Gala,aifcompliance@valuequest.in,,,,,400025,Mumbai,Maharashtra,"Quest 1073, Rajababu Desai Marg, Behind Beau, Monde Tower, Prabhadevi, Mumbai, Maharashtra, India, MUMBAI, MAHARASHTRA, 400025","Quest 1073, Rajababu Desai Marg, Behind Beau, Monde Tower, Prabhadevi, Mumbai, Maharashtra, India, MUMBAI, MAHARASHTRA, 400025","May 02, 2024 - Perpetual",aif
1851,ValueQuest Tristar Trust,IN/AIF2/24-25/1741,Category II,Tushnaz Patel,tushnaz@valuequest.in,,,,,400025,Mumbai,Maharashtra,"Kohinoor Square Business Park B 4101, 41st Floor, NC Kelkar Marg, Shivaji Park, Dadar West, MUMBAI, MAHARASHTRA, 400028","Quest, 1073, Rajabhau Desai Marg, Behind Beau Monde Towers, Prabhadevi, MUMBAI, MAHARASHTRA, 400025","Mar 04, 2025 - Perpetual",aif
1852,VAMA VISION TRUST,IN/AIF2/22-23/1153,Category II,SHAMMI KHANNA,shammi@vamafund.com,,,,,110024,New Delhi,National Capital Territory Of Delhi,"73 National Park, Lajpat Nagar IV, NEW DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110024","73 National Park, Lajpat Nagar IV, NEW DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110024","Oct 20, 2022 - Perpetual",aif
1853,Vantage Oak Fund,IN/AIF2/25-26/1873,Category II,Rishi Maheshwari,rish.maheshwari@gmail.com,,,,,400703,Navi Mumbai,Maharashtra,"F180 First Floor Corporate Wing Haware Fantasia Business Park Sector 30A Vashi, NAVI MUMBAI, MAHARASHTRA, 400703","F180 First Floor Corporate Wing Haware Fantasia Business Park Sector 30A Vashi, NAVI MUMBAI, MAHARASHTRA, 400703","Aug 07, 2025 - Perpetual",aif
1854,Varanium Debt Opportunities Trust,IN/AIF2/19-20/0689,Category II,Harish Sarda,harish.sarda@varaniumgroup.com,,,,,400013,Mumbai,Maharashtra,"1416, 14th Floor, One Lodha Place, Senapati Bapat Marg, Lower Parel, MUMBAI, MAHARASHTRA, 400013","1416, 14th Floor, One Lodha Place, Senapati Bapat Marg, Lower Parel, MUMBAI, MAHARASHTRA, 400013","May 03, 2019 - Perpetual",aif
1855,VARANIUM DYNAMIC TRUST,IN/AIF3/14-15/0123,Category III,Harish Sarda,harish.sarda@varaniumgroup.com,9102262104006,9102262104006,,,400013,Mumbai,Maharashtra,"1416, 14th Floor, One Lodha Place, Senapati Bapat Marg, Lower Parel, MUMBAI, MAHARASHTRA, 400013",,"Nov 05, 2014 - Perpetual",aif
1856,Varanium NexGen Trust,IN/AIF1/19-20/0688,Category I,Harish Sarda,harish.sarda@varaniumgroup.com,,,,,400013,Mumbai,Maharashtra,"1416, 14th Floor, One Lodha Place, Senapati Bapat Marg, Lower Parel, MUMBAI, MAHARASHTRA, 400013","1416, 14th Floor, One Lodha Place, Senapati Bapat Marg, Lower Parel, MUMBAI, MAHARASHTRA, 400013","May 03, 2019 - Perpetual",aif
1857,Vardan Ceqube India Investment Fund,IN/AIF2/17-18/0363,Category II,,,,,,,400013,Mumbai,Maharashtra,"A  902, Marathon Futurex, NM Joshi Marg, Lower Parel  East, MUMBAI, MAHARASHTRA, 400013",,"Sep 07, 2017 - Perpetual",aif
1858,Vardan Signature Capital,IN/AIF2/19-20/0679,Category II,Dinesh Kumar Agrawal,dinesh.candidlex@gmail.com,,,,,400093,Mumbai,Maharashtra,"B805, RUSTOMJEE CENTRAL PARK, ANDHERI KURLA ROAD, ANDHERI EAST, MUMBAI, MUMBAI, MAHARASHTRA, 400093","B805, RUSTOMJEE CENTRAL PARK, ANDHERI KURLA ROAD, ANDHERI EAST, MUMBAI, MUMBAI, MAHARASHTRA, 400093","Apr 16, 2019 - Perpetual",aif
1859,Vardan Venus Investment Trust,IN/AIF2/22-23/1223,Category II,Arpit Ajmera,arpit.ajmera@vardanceqube.com,,,,,400013,Mumbai,Maharashtra,"90 Okhla Industrial Estate  Phase III  New Delhi  110020, NEW DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110020","3rd Floor South Annexe Tower 2 One World Center Senapati Bapat Marg Lower Parel W Mumbai , 400013 Maharashtra  India, MUMBAI, MAHARASHTRA, 400013","Mar 08, 2023 - Perpetual",aif
1860,Vasuki India Trust,IN/AIF3/21-22/0919,Category III,Deepti Aggarwal,trusteeship@orbisfinancial.in,,,,,400013,Mumbai,Maharashtra,"12th Floor, Commerz, International Business Park, Oberoi Garden City, off Western Express Highway, MUMBAI, MAHARASHTRA, 400063","103, Piramal Tower, Peninsula Corporate Park, GK Marg, Lower Parel, MUMBAI, MAHARASHTRA, 400013","Aug 12, 2021 - Perpetual",aif
1861,VAULTVISTA VENTURES,IN/AIF3/26-27/2171,Category III,VARUN KABRA,varunkab@gmail.com,910009913430911,910009913430911,,,380009,Ahmedabad,Gujarat,"1102, Altimus,Nr.Blue Dart, Bh Torrent Pharma, Ashram Road, Riverfront W,Navrangpura, AHMEDABAD, GUJARAT, 380009",,"May 11, 2026 - Perpetual",aif
1862,Vayam Capital Trust,IN/AIF2/25-26/1896,Category II,Rahul Khandelwal,rahul.khandelwal@vayamcapital.com,,,,,122002,Gurugram,Haryana,"Plot No 45 Arjun Marg DLF Phase1, GURUGRAM, HARYANA, 122002","Plot No 45 Arjun Marg DLF Phase1, GURUGRAM, HARYANA, 122002","Sep 11, 2025 - Perpetual",aif
1863,VBCUBE Ventures Trust,IN/AIF3/24-25/1604,Category III,BHAVIN SHAH,vb32024@gmail.com,,,,,380015,Ahmedabad,Gujarat,"1111 11th Floor Iconic Shyamal , Shyamal Cross Road 132 Ring Road Satellite, AHMEDABAD, GUJARAT, 380015","1111 11th Floor Iconic Shyamal , Shyamal Cross Road 132 Ring Road Satellite, AHMEDABAD, GUJARAT, 380015","Sep 26, 2024 - Perpetual",aif
1864,Vedaangay Capital Trust,IN/AIF2/26-27/2221,Category II,Gaurav Kumar,vedaangayvision@gmail.com,,,,,140603,Zirakpur,Punjab,"Unit No. 6 Upper Ground Floor LA MER, Airport Road, Zirakpur, ZIRAKPUR, PUNJAB, 140603",,"Jun 12, 2026 - Perpetual",aif
1865,Vehaan Alternative Investment Fund,IN/AIF2/22-23/1060,Category II,Vinamra  Shastri,sudeep.arora@vaif.in,,,,,122015,Gurgaon,Haryana,"H No C 302 A Sushant Lok Phase 1, Gurgaon, GURGAON, HARYANA, 122001","4 th Floor Plot No 2122 Udyog Vihar, 4 th Floor Plot No 2122 Udyog Vihar, GURGAON, HARYANA, 122015","May 10, 2022 - Perpetual",aif
1866,VELOCE AIF,IN/AIF2/24-25/1549,Category II,Nirav Jogani,md@velocefintech.com,,,,,394510,Surat,Gujarat,"RSM Lemon House, G 02 to 05,, G and J Park, Gujarat Hira Bourse, Icchapore,, SURAT, GUJARAT, 394510","RSM Lemon House, G 02 to 05, G and J Park, Gujarat Hira Bourse, Icchapore, SURAT, GUJARAT, 394510","Jun 27, 2024 - Perpetual",aif
1867,Veltis Capital Trust,IN/AIF2/26-27/2256,Category II,Gokul Gopal,compliance@veltiscapital.com,,,,,600032,Chennai,Tamil Nadu,"WeWork Olympia Cyberspace No 21/22, Alandur Road,, Arulayiammanpet, 2nd Street, Guindy, Chennai 600032, Tamil Nadu, India, CHENNAI, TAMIL NADU, 600032",,"Jul 09, 2026 - Perpetual",aif
1868,Venkatesha Tirupathi Infra Trust,IN/AIF2/26-27/2217,Category II,Eram Baig,venkateshcapitalmanagementllp@gmail.com,,,,,400614,Thane,Maharashtra,"601 602 6th Floor, One Platinum Sector 15 CBD Belapur Navi Mumbai, THANE, MAHARASHTRA, 400614",,"Jun 12, 2026 - Perpetual",aif
1869,VENTANA VENTURES TRUST,IN/AIF2/22-23/1208,Category II,Shylaja Rao,shylaja@ventanaventures.in,,,,,576101,Udupi,Karnataka,"Door Number 13 3 41A Ground Floor Mahalakshmi Towers, Court Road Udupi 576101 Karnataka, UDUPI, KARNATAKA, 576101","Door Number 13 3 41A Ground Floor Mahalakshmi Towers, Court Road Udupi 576101 Karnataka, UDUPI, KARNATAKA, 576101","Feb 16, 2023 - Perpetual",aif
1870,VENTURE CAPITAL FUND FOR SCHEDULED CASTES,IN/AIF2/14-15/0129,Category II,Poonam  Garg,poonam.garg@ifciventure.com,,,,,,,,,,"Jan 15, 2015 - Perpetual",aif
1871,VENTURE CAPITAL FUND FOR SCHEDULED TRIBES,IN/AIF2/23-24/1355,Category II,POONAM GARG,VCFST@IFCIVENTURE.COM,,,,,110019,New Delhi,National Capital Territory Of Delhi,"IFCI Tower, 61, Nehru Place, New Delhi, NEW DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110019","IFCI Tower, 61, Nehru Place, New Delhi, NEW DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110019","Sep 25, 2023 - Perpetual",aif
1872,VENTURE CATALYSTS ANGEL FUND,IN/AIF1/22-23/1157,Category I,Mohit  Rakhecha,mohit.rakhecha@venturecatalysts.in,,,,,400059,Mumbai,Maharashtra,"B Wing, 9th Floor, Unit No 1, Times Square, Marol Metro Station, Andheri East, MUMBAI, MAHARASHTRA, 400059","B Wing, 9th Floor, Unit No 1, Times Square, Marol Metro Station, Andheri East, MUMBAI, MAHARASHTRA, 400059","Oct 20, 2022 - Perpetual",aif
1873,Venture Catalysts Angel Growth Fund,IN/AIF1/18-19/0653,Category I,ANUP MEHTA,anup@znationlab.com,,,,,400059,Mumbai,Maharashtra,"B Wing, 9th Floor, Unit No 1, Times Square, Marol Metro Station, Andheri East, MUMBAI, MAHARASHTRA, 400059","B Wing, 9th Floor, Unit No 1, Times Square, Marol Metro Station, Andheri East, MUMBAI, MAHARASHTRA, 400059","Mar 19, 2019 - Perpetual",aif
1874,VENTURE GURUKOOL INVESTMENT TRUST,IN/AIF1/19-20/0777,Category I,SHIVANK SAXENA,shivank@venturegurukool.com,,,,,110057,Delhi,National Capital Territory Of Delhi,"C 7, PASCHIMI MARG, DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110057","C 7, PASCHIMI MARG, DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110057","Mar 03, 2020 - Perpetual",aif
1875,Ventureast Proactive Fund II,IN/AIF2/16-17/0232,Category II,,,,,,,500032,Hyderabad,Telangana,"40 N 41 FINANCIAL DIST, NANAKRAMGUDA GACHIBOWLI, HYDERABAD, TELANGANA, 500032",,"Jun 10, 2016 - Perpetual",aif
1876,VENTUREEAST TENET INDIA FUND,IN/AIF1/25-26/2008,Category I,Vishnu Kamalapuri,vishnu.kamalapuri@ventureast.net,,,,,500007,Hyderabad,Telangana,"No. 3, Harrington Road, 7th Avenue, Chetpet, Chennai, Chennai, Tamil Nadu, India, 600031, CHENNAI, TAMIL NADU, 600031","7-50 1, JSN Colony, St No.8, Habsiguda, Hyderabad, HYDERABAD, TELANGANA, 500007","Jan 02, 2026 - Perpetual",aif
1877,VENTURELAND ASIA ADVISORY SERVICES LLP,IN/AIF1/17-18/0520,Category I,Srijib  Mallik,srijib.mallik@creativelandasia.com,,,,,400052,Mumbai,Maharashtra,"3rd Floor, Avinash House, 20th Khar Road, Khar (West), MUMBAI, MAHARASHTRA, 400052","3rd Floor, Avinash House, 20th Khar Road, Khar (West), MUMBAI, MAHARASHTRA, 400052","Feb 12, 2018 - Perpetual",aif
1878,VENTURESOUL CAPITAL FUND I,IN/AIF2/24-25/1490,Category II,Ashish Gala,ashish.gala@venturesoul.in,,,,,400013,Mumbai,Maharashtra,"CO Awfis Coworking space 8th floor Tower 1 OIC Senapati Bapat Marg Lower Parel Mumbai  400013, MUMBAI, MAHARASHTRA, 400013",,"Apr 03, 2024 - Perpetual",aif
1879,VENTUREX TRUST,IN/AIF1/24-25/1565,Category I,Rajesh Singla,demat@planify.in,,,,,110078,Delhi,National Capital Territory Of Delhi,"1001, Block G1B Pocket 1, Phase 2 Samriddhi Appartment NSIT Dwarka, DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110078","1001, Block G1B Pocket 1, Phase 2 Samriddhi Appartment NSIT Dwarka, DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110078","Jul 23, 2024 - Perpetual",aif
1880,VGRROW WEALTH TRUST,IN/AIF3/26-27/2131,Category III,TEJAS SHAH,CONNECT@VGRROW.CO.IN,,,,,380015,Ahmedabad,Gujarat,"505, 5th Floor, Mauryansh Elenza, Nr. Parekhs Hospital, Shyamal, 132 Ft Ring Road, , Ahmedabad, AHMEDABAD, GUJARAT, 380015",,"Apr 10, 2026 - Perpetual",aif
1881,Victory Investment Fund,IN/AIF2/16-17/0235,Category II,,,,,,,,,,,,"Jun 16, 2016 - Perpetual",aif
1882,VIDYANITI LLP,IN/AIF3/23-24/1300,Category III,,,,,,,560035,Bangalore,Karnataka,"No. 574, next to Wipro Corporate Office, Sarjapur Road, Doddakannelli, BANGALORE, KARNATAKA, 560035","No. 574, next to Wipro Corporate Office, Sarjapur Road, Doddakannelli, BANGALORE, KARNATAKA, 560035","Jun 27, 2023 - Perpetual",aif
1883,Vijit Growth Trust,IN/AIF3/24-25/1556,Category III,Vijit Ramavat,vijitramavat@gmail.com,,,,,452018,Indore,Madhya Pradesh,"401 Amar Darshan 28 2 , Old Palasia, INDORE, MADHYA PRADESH, 452018","401 Amar Darshan 28 2 , Old Palasia, INDORE, MADHYA PRADESH, 452018","Jul 05, 2024 - Perpetual",aif
1884,Vincere Partners Growth Fund,IN/AIF2/24-25/1577,Category II,Nidhi Ghuman,nghuman@vincerepartners.in,,,,,110070,Delhi,National Capital Territory Of Delhi,"8022 Sector B Pocket 11, Vasant Kunj, DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110070","8022 Sector B Pocket 11, Vasant Kunj, DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110070","Aug 13, 2024 - Perpetual",aif
1885,Vira AIF Trust,IN/AIF2/24-25/1681,Category II,Ronak Haria,viraaif24@gmail.com,,,,,400051,Mumbai,Maharashtra,"Unit 412A, 4 FLOOR, THE CAPITAL, C70, G BLOCK, BKC, BANDRA EAST, MUMBAI, MAHARASHTRA, 400051","Unit 412A, 4 FLOOR, THE CAPITAL, C70, G BLOCK, BKC, BANDRA EAST, MUMBAI, MAHARASHTRA, 400051","Jan 06, 2025 - Perpetual",aif
1886,Visionary Value Trust,IN/AIF3/23-24/1379,Category III,Alok Agrawal,vikas.gaikwad@sterlingassociates.in,,,,,400049,Mumbai,Maharashtra,"404 405, Square One, Gulmohar Road, Andheri West, Mumbai 400049, MUMBAI, MAHARASHTRA, 400049","404 405, Square One, Gulmohar Road, Andheri West, Mumbai 400049, MUMBAI, MAHARASHTRA, 400049","Nov 15, 2023 - Perpetual",aif
1887,Vivriti CAT II Trust,IN/AIF2/23-24/1415,Category II,Amritha Paitenkar,vam.compliance@vivritiamc.com,,,,,400051,Mumbai,Maharashtra,"Unit 501 5th Floor Vibgyor Towers, Plot No. C 62, Block G Bandra Kurla Complex, MUMBAI, MAHARASHTRA, 400051","Unit 501 5th Floor Vibgyor Towers, Plot No. C 62, Block G Bandra Kurla Complex, MUMBAI, MAHARASHTRA, 400051","Dec 18, 2023 - Perpetual",aif
1888,Vivriti Treasury Optimizer Trust,IN/AIF3/23-24/1314,Category III,Asish Ghosh,asish.ghosh@vivritiamc.com,,,,,400051,Mumbai,Maharashtra,"Unit 501 5th Floor Vibgyor Towers, Plot No. C 62, Block G Bandra Kurla Complex, MUMBAI, MAHARASHTRA, 400051","Unit 501 5th Floor Vibgyor Towers, Plot No. C 62, Block G Bandra Kurla Complex, MUMBAI, MAHARASHTRA, 400051","Jul 24, 2023 - Perpetual",aif
1889,VIVRITI VIHAAN TRUST,IN/AIF2/19-20/0742,Category II,Soumendra  Ghosh,soum@vivriticapital.com,,,,,600035,Chennai,Tamil Nadu,"12th Floor, Prestige Polygon, No 471, Anna Salai, Nandanam, Teynampet, CHENNAI, TAMIL NADU, 600035","12th Floor, Prestige Polygon, No 471, Anna Salai, Nandanam, Teynampet, CHENNAI, TAMIL NADU, 600035","Nov 01, 2019 - Perpetual",aif
1890,Vixar Fund I,IN/AIF2/19-20/0678,Category II,AMOL JAIN,amol.jain@arpwood-partners.com,,,,,400025,Mumbai,Maharashtra,"3rd Floor, Bengal Chemical Bhavan, 502, SV Sawarkar Marg, Prabhadevi, Dadar West, MUMBAI, MAHARASHTRA, 400025",,"Apr 16, 2019 - Perpetual",aif
1891,Volrado Venture Partners Fund II,IN/AIF1/16-17/0268,Category I,,,,,,,400021,Mumbai,Maharashtra,"128 by 129 MITTAL CHAMBER, NARIMAN POINT, MUMBAI, MAHARASHTRA, 400021",,"Oct 17, 2016 - Perpetual",aif
1892,Volrado Venture Partners Fund IV,IN/AIF3/24-25/1535,Category III,Ashwin  Jain,volrado4@gmail.com,,,,,400021,Mumbai,Maharashtra,"128 129 12th Floor , Mittal Chambers  Nariman Point, MUMBAI, MAHARASHTRA, 400021","128 129 12th Floor , Mittal Chambers  Nariman Point, MUMBAI, MAHARASHTRA, 400021","Jun 10, 2024 - Perpetual",aif
1893,Volrado Venture Partners Fund-III,IN/AIF2/21-22/0945,Category II,Gautam Jain,gautam@enam.com,,,,,400021,Mumbai,Maharashtra,"128 129 12 Floor, Mittal Chambers Nariman Point, MUMBAI, MAHARASHTRA, 400021","128 129 12 Floor, Mittal Chambers Nariman Point, MUMBAI, MAHARASHTRA, 400021","Nov 02, 2021 - Perpetual",aif
1894,Volt VC Trust,IN/AIF2/24-25/1520,Category II,Param Patel,parampatelp3@gmail.com,,,,,380054,Ahmedabad,Gujarat,"A 1704 Privilon, behind Iscon Temple,, Bodakdev,, AHMEDABAD, GUJARAT, 380054","A 1704 Privilon, behind Iscon Temple, Bodakdev, AHMEDABAD, GUJARAT, 380054","May 13, 2024 - Perpetual",aif
